enes_id,enes_dat_cria,enes_dat_atua,user_id,loes_id,sles_id,coes_id,pres_id,poes_id
1586,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,1,8,5
1587,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,1,8,6
1588,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,1,8,7
1589,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,1,8,8
1590,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,1,8,9
1591,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,1,9,1
1592,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,1,9,10
1593,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,1,9,2
1594,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,1,9,3
1595,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,1,9,4
1596,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,1,9,5
1597,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,1,9,6
1598,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,1,9,7
1599,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,1,9,8
1600,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,1,9,9
1601,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,1,1
1602,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,1,10
1603,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,1,2
1604,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,1,3
1605,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,1,4
1606,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,1,5
1607,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,1,6
1608,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,1,7
1609,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,1,8
1610,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,1,9
1611,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,10,1
1612,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,10,10
1613,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,10,2
1614,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,10,3
1615,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,10,4
1616,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,10,5
1617,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,10,6
1618,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,10,7
1619,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,10,8
1620,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,10,9
1621,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,2,1
1622,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,2,10
1623,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,2,2
1624,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,2,3
1625,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,2,4
1626,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,2,5
1627,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,2,6
1628,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,2,7
1629,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,2,8
1630,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,2,9
1631,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,3,1
1632,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,3,10
1633,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,3,2
1634,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,3,3
1635,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,3,4
1636,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,3,5
1637,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,3,6
1638,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,3,7
1639,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,3,8
1640,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,3,9
1641,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,4,1
1642,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,4,10
1643,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,4,2
1644,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,4,3
1645,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,4,4
1646,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,4,5
1647,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,4,6
1648,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,4,7
1649,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,4,8
1650,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,4,2,4,9
1651,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,5,1
1652,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,5,10
1653,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,5,2
1654,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,5,3
1655,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,5,4
1656,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,5,5
1657,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,5,6
1658,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,5,7
1659,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,5,8
1660,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,5,9
1661,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,6,1
1662,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,6,10
1663,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,6,2
1664,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,6,3
1665,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,6,4
1666,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,6,5
1667,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,6,6
1668,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,6,7
1669,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,6,8
1670,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,6,9
1671,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,7,1
1672,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,7,10
1673,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,7,2
1674,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,7,3
1675,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,7,4
1676,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,7,5
1677,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,7,6
1678,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,7,7
1679,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,7,8
1680,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,7,9
1681,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,8,1
1682,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,8,10
1683,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,8,2
1684,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,8,3
1685,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,8,4
1686,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,8,5
1687,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,8,6
1688,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,8,7
1689,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,8,8
1690,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,8,9
1691,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,9,1
1692,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,9,10
1693,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,9,2
1694,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,9,3
1695,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,9,4
1696,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,9,5
1697,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,9,6
1698,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,9,7
1699,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,9,8
1700,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,2,9,9
1701,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,1,1
1702,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,1,10
1703,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,1,2
1704,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,1,3
1705,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,1,4
1706,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,1,5
1707,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,1,6
1708,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,1,7
1709,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,1,8
1710,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,1,9
1711,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,10,1
1712,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,10,10
1713,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,10,2
1714,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,10,3
1715,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,10,4
1716,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,10,5
1717,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,10,6
1718,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,10,7
1719,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,10,8
1720,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,10,9
1721,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,2,1
1722,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,2,10
1723,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,2,2
1724,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,2,3
1725,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,2,4
1726,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,2,5
1727,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,2,6
1728,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,2,7
1729,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,2,8
1730,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,2,9
1731,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,3,1
1732,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,3,10
1733,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,3,2
1734,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,3,3
1735,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,3,4
1736,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,3,5
1737,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,3,6
1738,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,3,7
1739,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,3,8
1740,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,3,9
1741,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,4,1
1742,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,4,10
1743,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,4,2
1744,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,4,3
1745,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,4,4
1746,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,4,5
1747,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,4,6
1748,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,4,7
1749,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,4,8
1750,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,4,9
1751,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,5,1
1752,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,5,10
1753,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,5,2
1754,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,5,3
1755,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,5,4
1756,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,5,5
1757,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,5,6
1758,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,5,7
1759,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,5,8
1760,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,5,9
1761,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,6,1
1762,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,6,10
1763,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,6,2
1764,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,6,3
1765,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,6,4
1766,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,6,5
1767,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,6,6
1768,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,6,7
1769,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,6,8
1770,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,6,9
1771,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,7,1
1772,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,7,10
1773,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,7,2
1774,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,7,3
1775,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,7,4
1776,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,7,5
1777,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,7,6
1778,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,7,7
1779,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,7,8
1780,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,7,9
1781,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,8,1
1782,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,8,10
1783,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,8,2
1784,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,8,3
1785,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,8,4
1786,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,8,5
1787,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,8,6
1788,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,8,7
1789,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,8,8
1790,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,8,9
1791,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,9,1
1792,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,9,10
1793,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,9,2
1794,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,9,3
1795,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,9,4
1796,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,9,5
1797,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,9,6
1798,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,9,7
1799,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,9,8
1800,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,3,9,9
1801,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,1,1
1802,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,1,10
1803,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,1,2
1804,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,1,3
1805,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,1,4
1806,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,1,5
1807,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,1,6
1808,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,1,7
1809,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,1,8
1810,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,1,9
1811,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,10,1
1812,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,10,10
1813,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,10,2
1814,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,10,3
1815,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,10,4
1816,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,10,5
1817,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,10,6
1818,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,10,7
1819,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,10,8
1820,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,10,9
1821,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,2,1
1822,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,2,10
1823,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,2,2
1824,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,2,3
1825,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,2,4
1826,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,2,5
1827,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,2,6
1828,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,2,7
1829,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,2,8
1830,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,2,9
1831,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,3,1
1832,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,3,10
1833,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,3,2
1834,"2024-04-07 14:32:49.823 +00:00","2024-04-07 14:32:49.823 +00:00",10,5,4,4,3,3
